F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-28682.71,1.73,-4.8808,-4.5168,2001.35,0,4.2428,22019.98,1,-9465.64,-0.9744,52.074,-14.51,5.4204,13.8801,14.805,10977.84,-4256.85,0.5934,-6238.02,,True
-28704.107,0.73,-4.06994,-5.6646,1819.85,1,5.425,16879.78,0,-9648.22,-1.9368,46.254,-24.73,4.9132,15.3927,7.761,10123.64,-3651.36,0.8133,-5362.62,-9.98,False
-28706.682,0.73,-4.11002,-7.641,1227.55,1,4.0052,16178.538,0,-10577.62,-1.0724,36.5718,-4.6856,5.547,24.555,1.6095,10526.64,-3414.12,3.447,-4702.02,,False
-32173.29,1.73,-4.5078,-7.188,1527.21,0,4.2908,15794.98,0,-9859.22,-3.154,30.843,-32.78,7.862,13.1394,5.673,9614.28,-4155.15,3.354,-5315.22,,False
-28715.73,0.73,-4.0400645,-8.721,1351.65,1,3.60388,20409.98,0,-9714.42,-2.3164,60.843,-37.62,4.752,15.1134,2.9145,9934.64,-3349.14,0.5325,-4945.72,-11.15,True
-28693.493,1.73,-6.102,-5.0553,1809.35,0,6.031,16303.62,1,-9679.02,-0.6236,35.7084,-31.28,4.366,13.1391,6.495,11774.24,-3997.05,2.7153,-5341.02,-9.05,True
-28656.1,0.73,-5.334,-5.6865,1808.05,1,3.63779,15893.58,0,-9912.82,-0.933,46.428,-8.158,6.646,15.6915,4.689,10745.64,-3853.35,3.288,-5647.82,-8.88,False
-28703.419,0.73,-4.582,-5.0595,1534.26,1,5.289,17181.18,1,-9931.42,-3.956,58.302,-13.283,8.146,13.932,1.8075,9816.3,-3093.75,2.2764,-4390.62,,True
-28806.69,1.73,-4.06602,-6.8604,2120.55,0,5.472,15988.14,0,-10813.42,-0.568,68.82,-39.95,4.6172,15.927,2.0373,11792.24,-3653.19,0.6555,-5195.04,,False
-28740.22,1.73,-7.498,-5.9184,974.25,1,3.8322,16437.18,1,-10418.42,-1.3024,30.246,-7.727,4.7608,14.9514,2.3037,9490.06,-3450.24,6.327,-5261.42,,False
-28778.87,0.73,-4.23162,-4.29963,3017.35,0,3.8163,16048.04,1,-10893.62,-1.5664,34.656,-15.83,4.3936,17.454,1.9161,9826.86,-3656.91,7.836,-7143.22,,False
-28694.358,1.73,-5.6242,-4.27329,1984.55,1,4.712,16292.44,1,-9429.86,-4.204,42.381,-38.78,5.3928,21.66,5.754,9630.886,-3603,10.785,-6643.22,,False
-28719.56,1.73,-4.11592,-6.3315,1886.35,1,3.9502,13591.98,1,-9568.2,-1.3238,38.8926,-8.007,5.7634,13.4244,3.4914,9252.24,-4936.95,0.6477,-5231.72,,False
-28711.96,0.73,-8.96,-5.0376,1563.21,1,3.7414,16275.16,1,-8784.82,-2.988,35.7483,-24.52,11.088,13.5672,1.32282,9691.88,-2941.95,3.654,-4091.02,,False
-28766.19,1.73,-4.4266,-13.506,1296.65,0,3.6031,16709.58,0,-14399.82,-1.3414,29.625,-3.85408,4.8398,14.4639,1.33194,9183.44,-3723.66,4.407,-5152.82,,True
-28652.98,0.73,-4.8372,-5.9931,1631.38,1,5.15,16227.84,0,-6237.82,-3.658,47.289,-16.41,5.8088,14.2794,1.4475,9490.8,-3412.74,3.981,-4509.82,,False
-28645.17,1.73,-4.11162,-4.7895,1919.55,1,3.55997,16741.78,1,-9395.996,-5.4,16.275,-8.024,4.7236,14.7921,2.9403,9726.48,-3547.35,3.1653,-4432.62,-10.05,True
-28646.48,0.73,-4.8252,-6.8631,1667,0,3.9621,20273.98,0,-9580.22,-1.819,32.733,-11.653,8.566,17.463,10.734,9986.24,-3716.58,0.5805,-5502.82,,True
-28733.97,1.73,-4.4236,-7.296,1498.54,0,4.1913,15771.18,0,-9775.82,-0.47634,32.325,-4.3748,4.7624,15.7566,6.333,9531.92,-3621.72,3.942,-5292.42,-9.88,False
-28884.29,1.73,-12.34,-4.659,1620.94,1,4.2443,18893.98,0,-9600.82,-1.6942,38.58438,-7.086,5.3032,17.484,6.771,9762.94,-3589.14,0.7629,-5998.02,,False
-28729.51,0.73,-4.6288,-5.0484,1862.65,0,4.4806,21291.98,0,-9875.82,-1.6818,33.708,-7.053,5.4804,15.7749,1.7049,9564.32,-3746.94,0.40485,-5414.82,,True
-28700.169,1.73,-4.266,-7.257,1485.95,0,3.57736,16770.18,0,-9398.9886,-0.9364,18.015,-7.632,5.3768,15.87,3.3645,8857.64,-3499.956,1.6983,-4982.7,-9.75,True
-28688.46,1.73,-4.6478,-4.5042,1412.25,1,3.9115,16658.18,1,-9998.42,-1.14,20.649,-27.72,4.681,16.392,1.5954,10115.64,-3441.84,4.266,-4046.22,,True
-28770.41,0.73,-4.7022,-7.812,1479.71,1,4.614,26353.98,0,-9186.22,-1.031,22.383,-9.354,6.312,16.818,3.5679,9519.7,-3406.14,0.45744,-4848.02,-10.14,True
-28718.51,1.73,-6.352,-7.146,1821.35,1,3.8267,16819.58,1,-7679.22,-2.542,37.8615,-7.201,6.69,17.886,1.4382,9974.44,-3585.72,2.877,-4837.42,-11.2,True
-28589.39,1.73,-4.062,-8.937,2068.45,1,4.541,13827.98,0,-9409.998,-0.5952,35.226,-7.619,5.0972,17.13,5.133,11780.24,-3540.69,0.9513,-4882.18,-10.59,True
-28702.834,1.73,-7.336,-9.309,3827.35,1,6.106,16552.98,0,-9575.96,-1.6458,55.974,-16.09,4.31912,22.155,4.239,9594.56,-3610.62,5.403,-5210.02,-9.62,False
-28775.43,0.73,-5.9238,-10.956,1689.45,0,3.60774,15954.38,1,-9686.02,-7.046,64.761,-16.7,5.5742,14.9916,10.899,9756.06,-3746.22,9.189,-5207.16,,False
-28722.4,1.73,-4.352,-8.724,6321.35,0,3.973,15081.38,1,-9945.42,-3.82,39.4398,-8.018,4.2456,18.945,2.7981,9516.66,-3699.78,1.8399,-5248.24,-9.87,False
-28730.81,0.73,-4.8496,-6.2112,1105.65,0,4.2371,16593.18,0,-9686.82,-1.8178,20.136,-4.2096,5.0842,17.601,7.941,10062.44,-3434.82,4.53,-5227.2,-12.04,True
-29552.19,1.73,-7.832,-5.1849,1669.41,1,3.7549,17269.98,1,-10968.62,-3.702,31.329,-13.497,7.644,13.6569,2.0391,9845.04,-4234.95,1.2393,-5655.42,-11.44,True
-28701.293,0.73,-6.144,-7.329,1294.35,1,3.76,20989.98,1,-11020.02,-0.59,39.9375,-13.92,5.8608,15.2661,1.5363,7650.04,-3409.02,0.612,-5114,-8.54,False
-28711.26,1.73,-4.10972,-4.3713,3257.35,0,5.02,16092.08,1,-9286.46,-0.9284,44.778,-11.122,4.4848,13.3521,5.604,9902.84,-4372.35,10.407,-3013.22,,False
-28699.189,0.73,-10.004,-14.016,2165.95,1,4.827,16755.98,0,-10114.42,-2.626,50.154,-5.059,5.1454,13.4397,2.1225,9643.366,-5636.55,5.625,-5189.8,-10.49,True
-28636.75,1.73,-4.054528,-7.104,1555.52,1,4.4922,20287.98,1,-9804.02,-2.944,47.424,-20.15,10.19,13.1385,4.989,9814.02,-3798.09,0.6018,-5229,,True
-28705.529,1.73,-4.3328,-4.3545,1918.35,1,4.2887,16066.7,1,-9660.82,-1.2862,33.276,-8.195,5.7482,13.2438,5.604,10229.64,-5365.05,4.434,-6721.02,,True
-28686.69,0.73,-4.5334,-5.1186,221.35,0,3.57716,17421.98,1,-11923.82,-5.938,37.7565,-13.78,4.542,16.923,1.37316,9828.82,-3238.65,2.7807,-4103.62,-9.64,True
-28618.75,1.73,-4.845,-15.375,1442.15,1,5.18,16325.52,1,-9565.82,-2.0772,60.993,-19.23,5.6708,13.2612,3.7134,9912.64,-2589.75,13.536,-5011.98,,True
-28712.03,0.73,-4.10424,-5.6874,1309.55,1,4.1487,16219.02,0,-10317.62,-0.45492,43.983,-4.0225,4.6724,15.5742,2.3955,8680.44,-3542.31,1.6722,-5258.56,-10.37,False
-27677.29,0.73,-4.381,-4.6149,1682.55,1,4.4768,17519.98,0,-9327.5,-1.0536,12.504,-23.72,9.158,14.6586,5.46,10329.44,-3741.75,1.3296,-4301.42,-11.71,True
-28650.07,1.73,-4.4118,-7.539,1678.27,0,3.6547,16608.58,1,-8967.62,-0.753,68.394,-7.442,5.353,13.1424,1.4556,9231.64,-4245.45,4.746,-5022.24,,False
-28700.898,1.73,-4.06204,-5.3883,1073.45,1,4.983,20297.98,0,-13475.82,-1.0292,42.525,-4.2792,4.24258,13.9659,1.482,10588.24,-3559.62,0.5229,-5307.62,,True
-28694.316,1.73,-4.3666,-4.33752,2476.25,0,3.7966,16703.58,0,-10244.82,-6.4,12.732,-5.984,4.5242,16.497,1.8297,9612.84,-3757.02,4.443,-8087.22,-9.35,True
-28664.01,0.73,-4.044316,-12.858,1652.87,0,4.1828,18897.98,1,-8742.02,-2.39,11.568,-17.49,8.162,14.9973,2.6859,9497.4,-3612.6,0.7587,-4980.78,,True
-28678.98,1.73,-4.16406,-4.27521,1567.99,1,4.3713,15944.58,0,-10503.42,-2.237,40.9674,-9.581,8.58,12.98349,2.2347,9605.26,-4789.65,1.0431,-6840.42,,False
-28680.34,1.73,-4.0400501,-5.9688,1865.15,1,3.7609,16478.38,1,-8553.82,-1.5088,26.394,-4.5125,6.0248,18.147,1.848,10215.84,-3562.32,6.261,-4661.62,,True
-28588.69,0.73,-4.041375,-12.792,1542.41,0,3.7736,16279.22,1,-10199.22,-0.45666,49.701,-8.322,8.066,14.4879,2.1846,16994.24,-3187.05,7.221,-4974.56,,True
-28602.22,1.73,-4.65,-4.9794,2136.75,0,4.791,16474.78,1,-9229.22,-0.5272,26.739,-4.7232,5.0738,19.515,3.6171,11842.24,-3570.06,4.773,-4513.42,-10.92,True
-28693.793,1.73,-5.4568,-4.27275,1957.95,1,4.2168,15745.98,1,-8804.42,-0.4335,39.5448,-14.87,5.7254,18.816,2.1642,10596.04,-3586.59,1.4469,-2029.22,-7.84,False
-28694.043,1.73,-5.7126,-4.7595,1748.85,1,3.55029,16711.38,1,-7818.42,-2.46,38.8557,-20.82,6.224,14.8482,2.0547,9440.44,-3608.61,2.7303,-3707.42,-9.2,False
-28638.65,1.73,-6.0056,-4.3191,2311.85,1,4.4383,19711.98,1,-9380.37,-1.3212,41.3271,-5.758,4.6654,16.683,3.1932,9985.44,-3636.54,0.876,-4933.5,-11.27,False
-28705.262,0.73,-4.5206,-7.431,1622.93,1,4.885,16041.78,0,-9609.22,-0.6932,45.246,-3.86691,4.9494,15.2256,5.535,11005.44,-3469.68,4.731,-4965.44,,False
-28712.72,1.73,-4.18272,-16.845,1609.23,0,3.8429,16159.322,0,-9604.82,-1.1718,18.645,-31.03,8.968,13.3764,5.928,9514.16,-4352.85,5.658,-5096.18,,False
-28455.69,0.73,-4.14102,-4.8678,1559.15,1,3.8334,16424.38,0,-9374.62,-1.4164,40.7868,-14.83,11.082,13.9635,12.87,9499.5,-3303.9,7.911,-4328.82,-10.95,True
-28737.95,1.73,-9.91,-4.6824,1295.75,1,3.9879,15953.18,1,-11889.82,-0.9574,36.4464,-9.604,4.5696,15.7443,2.0511,10724.44,-3537.186,1.8609,-6072.62,-11.39,True
-28719.51,1.73,-5.0538,-6.6849,3145.35,1,4.3767,16117.76,1,-9140.42,-1.7958,55.929,-8.385,4.4318,16.281,4.47,9630.932,-3587.43,5.388,-4720.62,,False
-28677.38,1.73,-4.5966,-8.373,1832.95,0,4.3517,19851.98,1,-9017.02,-2.0184,17.754,-7.707,5.8462,15.7113,3.8328,9608.68,-3634.02,0.7371,-4912.32,-12.04,False
-28765.54,1.73,-5.6138,-5.769,1034.75,1,4.2433,16452.18,0,-11645.82,-4.018,64.104,-10.121,4.3408,18.96,2.1207,9815.42,-3556.71,7.098,-5670.42,,True
-28610.85,0.73,-6.324,-6.4125,2920.35,1,4.2057,17018.58,1,-9667.42,-2.944,42.522,-6.056,4.4684,12.98328,3.4701,9693.74,-8446.05,1.7823,-5314.62,,False
-28712.44,0.73,-5.4566,-5.2842,1534.14,1,5.091,19879.98,1,-10789.82,-0.8282,22.035,-12.994,4.3338,16.734,1.36761,11326.64,-3410.61,0.5361,-4408.22,-9.94,True
-28726.41,0.73,-5.7016,-10.128,1497.86,0,4.3533,22349.98,0,-9814.02,-2.3174,46.908,-36.24,7.592,14.7588,2.2695,9898.84,-3248.31,0.5517,-4966.38,-11.97,True
-28680.21,0.73,-4.3878,-7.443,2674.35,0,4.2044,15920.18,0,-12579.82,-1.6776,36.7194,-15.5,4.5488,14.7648,1.4862,9468.6,-4049.25,3.675,-5352.22,-8.98,False
-28648.99,1.73,-4.10792,-6.9366,1631.38,1,3.8593,15898.38,0,-9638.42,-0.9438,49.962,-11.052,12.85,13.9092,6.135,9653.218,-4345.95,3.492,-5332.62,,False
-28589.79,0.73,-4.06002,-9.033,1552.65,0,3.7078,15990.96,0,-9567.7,-0.47968,19.698,-53.62,5.225,13.8618,6.801,13192.24,-3283.2,4.68,-4967.32,-10.62,False
-28701.098,1.73,-5.1906,-5.8557,1679.75,0,4.66,16793.18,0,-9298.4,-1.248,15.423,-14.41,10.868,13.1169,4.734,10012.24,-5732.55,1.4475,-4895.56,,True
-28708.261,1.73,-4.0738,-14.031,1552.93,0,5.199,16381.78,0,-9484.24,-1.9796,44.211,-7.808,10.28,14.9685,5.685,10350.24,-3170.25,8.871,-4946.9,,True
-28717.35,1.73,-4.07844,-12.267,2012.55,0,3.543132,18120.78,1,-10415.02,-0.744,52.521,-14.61,4.5194,15.7761,2.4639,10787.84,-3667.95,0.8622,-5135.5,-10.69,False
-28700.232,1.73,-6.834,-7.704,2015.45,0,4.5039,16434.18,1,-9444.08,-0.6486,54.402,-9.554,5.2574,14.6859,9.816,10166.44,-3902.55,2.8809,-5134.52,,False
-28476.59,0.73,-4.08384,-5.1183,1730.45,1,3.7224,15200.38,1,-8481.42,-1.6774,12.591,-13.018,7.082,13.728,2.0295,9607.06,-3748.41,0.6885,-4188.42,,False
-28715.96,1.73,-8.004,-4.5966,1523.85,0,5.481,16199.32,0,-10175.82,-7.502,37.9704,-59.43,7.966,14.2683,3.5889,9724.5,-3433.44,7.506,-5673.42,-11.48,False
-28703.827,0.73,-5.5102,-6.1971,1904.95,1,4.0256,17562.38,1,-9431.22,-1.588,77.19,-12.115,6.146,14.9808,2.1552,9952.04,-3917.55,1.7247,-5174.98,-11.49,True
-29074.99,0.73,-4.2158,-7.545,1290.25,0,4.764,16603.98,1,-9693.82,-1.7562,45.09,-7.374,5.3002,18.597,11.427,10180.64,-3542.88,5.718,-5474.22,-10.43,True
-28732.57,0.73,-5.3158,-6.0045,1485.91,1,4.2797,20341.98,0,-10385.62,-1.944,45.156,-28.28,6.498,15.1014,3.4044,10124.64,-3536.958,0.6474,-5475.02,,True
-28696.787,1.73,-4.5352,-4.6557,2561.45,0,4.922,16966.98,0,-1929.82,-1.5726,37.4697,-15.45,4.8124,13.1106,1.39611,9409.24,-4964.55,2.2254,-3066.42,,True
-28723,1.73,-4.07844,-5.9103,3228.35,1,3.5504,16030.8,0,-6011.82,-0.9698,-3.69,-18.59,4.4938,13.9317,1.34964,9801.08,-3912.15,1.2186,-4653.82,,False
-28728.53,0.73,-4.11484,-5.5113,1828.25,1,5.243,16383.78,0,-9537.68,-1.7056,42.45,-29.85,6.2,17.025,4.701,9713.08,-3728.04,7.401,-5478.62,-9.9,True
-28647.63,1.73,-4.11284,-5.4036,2240.55,0,4.1424,18166.38,0,-9321.66,-3.098,34.896,-10.409,4.6042,15.906,6.177,9892.64,-3510.2487,1.1514,-4440.82,,True
-28715.37,0.73,-5.2726,-5.3031,2103.45,1,4.865,16871.58,1,-9478.68,-0.6122,43.998,-16.09,4.5188,14.6235,1.28679,11124.64,-3562.29,2.6145,-4716.82,,True
-28649.08,1.73,-4.15878,-6.231,-499.65,0,4.729,16250.64,0,-9993.42,-0.5646,23.769,-10.843,4.24672,13.9098,2.6268,12880.24,-2899.95,1.3329,-4689.82,-8.21,False
-28700.092,1.73,-4.1005,-4.29471,2837.35,1,4.1683,17459.78,1,-9527.92,-3.34,38.25591,-26.06,4.568,14.0832,4.95,9639.7418,-4384.05,1.9443,-8663.22,,False
-28679.05,0.73,-5.1272,-4.4694,1641.13,0,3.9182,16849.98,1,-12061.82,-0.6036,19.752,-6.952,11.522,14.1078,1.34106,11886.24,-3982.95,2.6268,-5638.42,-9.21,True
-28714.01,0.73,-4.18992,-4.2897,1594.59,1,3.7886,18143.58,0,-18871.82,-0.8334,80.34,-13.95,5.663,19.449,1.38564,11516.44,-3579.45,1.0515,-10217.22,-9.83,True
-28586.09,0.73,-5.2658,-8.685,1863.15,1,5.062,15823.78,0,-9927.22,-6.81,46.053,-23.33,5.4698,14.1423,3.8868,9660.08,-4171.05,0.849,-5263.82,-9.45,False
-28715.94,1.73,-4.9406,-13.914,1392.55,0,4.743,17334.78,1,-9629.62,-0.6104,32.382,-9.882,6.988,14.0664,3.0558,11320.04,-2881.05,3.285,-4995.7,,True
-28563.09,1.73,-5.0592,-6.5385,3354.35,1,3.7524,16104.48,0,-9362.38,-1.7446,51.333,-21.13,4.27498,18.75,6.342,9796.04,-3515.775,6.234,-4752.82,-10.16,True
-28759.71,1.73,-4.11614,-5.1606,1479.18,0,5.158,17838.78,1,-9872.42,-0.8512,47.625,-20.69,5.3014,18.468,4.866,9364.84,-3604.89,1.4016,-6210.22,-9.73,False
-28678.49,0.73,-6.984,-9.909,613.45,1,4.084,15931.78,0,-15755.82,-1.14,43.131,-16.32,4.29638,13.113,1.4805,9565.24,-4592.25,5.583,-5235.96,-9.95,False
-28706.741,0.73,-4.08214,-6.9579,1413.35,1,4.2198,16082.38,1,-9901.42,-1.9384,13.716,-6.336,5.039,17.82,6.753,10036.64,-3551.64,8.097,-5410.82,,True
-28708.115,0.73,-4.04536,-9.633,2659.35,1,4.748,15894.98,0,-9101.62,-1.155,48.204,-36.17,4.5198,22.188,2.8029,9547.76,-3544.05,1.7655,-4949.68,-8.61,False
-28673.71,0.73,-4.3792,-4.6779,1369.55,0,5.348,20207.98,0,-10579.82,-1.0624,27.732,-3.87212,6.262,14.5521,1.8132,10883.84,-3012.45,0.735,-3793.62,,True
-28703.958,1.73,-4.11788,-4.623,1396.55,1,3.9512,10647.98,0,-9654.82,-0.47178,61.017,-28.31,5.992,14.5314,4.743,7418.24,-3301.95,0.483,-4549.22,,False
-28616.59,0.73,-4.13528,-4.6683,1718.25,1,4.84,15932.78,0,-9343.26,-2.606,55.89,-4.71,6.8,14.9481,2.6424,9889.04,-3521.139,3.531,-3601.22,,False
-28702.139,1.73,-5.5456,-12.072,1960.35,1,3.8369,16060.46,1,-10856.02,-3.042,58.257,-15.53,5.121,13.07985,2.0895,9673.36,-6823.05,1.8588,-5178.76,-8.97,False
-28633.74,1.73,-5.3276,-5.3175,1235.45,0,4.727,26541.98,0,-9452.72,-1.6214,39.351,-10.396,4.6114,12.99468,7.947,9274.64,-4126.65,0.36858,-5221.32,,True
-28679.21,1.73,-4.4448,-7.938,1793.85,0,4.1463,16870.98,0,-9260.5,-1.914,34.563,-8.891,6.0356,14.1108,3.4554,9830.24,-3756.87,1.9356,-4937.72,-11.51,True
-28735.61,0.73,-6.43,-10.518,1547.64,0,3.8725,14073.98,0,-9755.22,-3.214,44.541,-11.379,7.394,15.7653,5.883,9791.3,-3513.153,0.39306,-5103.12,-10.21,False
-28726.7,0.73,-4.2694,-8.523,2400.95,1,4.944,16134.9,0,-9243.1,-4.746,37.974,-8.845,4.6312,15.3915,6.285,9621.136,-3594.45,7.668,-4865.52,,False
-28692.756,0.73,-4.6768,-8.526,2340.05,1,3.6095,24303.98,0,-8620.62,-0.5594,59.028,-19,4.6218,14.2257,2.6679,9315.04,-3677.34,0.45153,-4879.14,,True
-28580.69,1.73,-4.459,-5.3397,2328.25,1,3.673,17691.78,0,-8215.22,-1.7516,24.492,-16.25,5.0522,14.0838,1.7418,10171.44,-3875.55,1.5513,-4507.82,,True
-28670.43,0.73,-5.433,-5.5806,1584.763,1,4.669,16481.78,0,-10419.42,-0.962,16.455,-12.313,9.708,13.3956,3.1119,11489.64,-3691.17,3.576,-5343.42,-11.35,True
-28720.16,0.73,-4.955,-4.5747,1602.31,0,4.2204,16404.98,1,-9923.62,-0.4372,69.93,-42.21,6.668,13.368,2.7777,10438.44,-4106.55,6.66,-5819.62,-10.52,True
-28710.42,0.73,-4.13812,-14.241,1554.13,0,4.2578,19233.98,0,-9776.42,-4.88,65.913,-14.05,5.578,13.08456,2.9847,9642.364,-4149.75,0.7437,-5081.96,,True
-28690.426,0.73,-4.06154,-11.166,1880.25,1,4.841,15944.98,0,-9383.516,-2.53,32.061,-12.292,5.463,15.7128,4.575,9877.84,-3537.396,4.968,-4939.04,-9.99,False
-28704.155,0.73,-4.045634,-8.844,2864.35,1,4.0377,19079.98,1,-10016.62,-3.234,60.792,-9.304,4.6168,13.8291,1.7772,9832.82,-4385.55,0.8913,-5143.98,-9.63,True
-28712.94,0.73,-5.0482,-6.135,1468.15,0,4.2229,15789.58,0,-10041.22,-1.0568,40.4394,-5.376,7.374,17.631,5.58,9529.94,-3562.26,2.4522,-5710.82,,False
-28738.54,0.73,-4.04422,-4.8945,3347.35,1,3.56275,18195.98,1,-9774.02,-1.2912,49.902,-23.69,4.3256,17.541,4.0089,10081.04,-3672.36,1.2393,-6005.02,,True
-28771.36,0.73,-4.10388,-8.169,1665.18,0,3.7233,16097.14,0,-12309.82,-2.844,28.563,-9.357,8.684,16.515,1.5801,9842.04,-3685.29,5.832,-5190.56,-8.32,False
-28693.052,0.73,-4.0412982,-12.495,1619.63,0,3.8991,16640.38,0,-9456.94,-0.71,36.7746,-9.073,4.8738,13.6893,8.115,11814.24,-3136.95,2.2989,-4968.02,-10.49,True
-28698.388,0.73,-5.2882,-5.3712,1561.12,0,3.63452,16155.31,0,-10433.82,-0.8504,54.384,-10.476,5.6224,18.756,2.7903,9594.86,-3578.88,8.418,-5702.02,-10.65,False
-28667.47,1.73,-4.12754,-6.9666,1587.048,1,4.607,12735.98,0,-10140.02,-2.58,15.972,-27.73,12.366,13.3194,2.4711,9905.44,-3405.87,0.33624,-4966.7,,True
-28729.2,0.73,-4.2962,-5.1423,1820.35,1,5.542,20615.98,0,-9908.22,-0.96,33.762,-8.352,6.204,13.9827,1.839,9529.46,-4349.25,0.6246,-5704.62,-8.24,True
-28688.98,0.73,-4.2798,-7.0485,1534.21,0,4.4019,16310.26,1,-10303.82,-2.5,28.611,-6.193,5.8866,13.6662,2.2416,9618.346,-3805.68,12.426,-5229.86,,True
-28701.965,1.73,-4.8196,-4.28706,1231.25,0,3.63389,16312.28,1,-9572.56,-1.0344,56.52,-12.154,4.8776,14.526,6,10603.24,-3137.55,0.7587,-1799.22,,False
-28675.66,1.73,-9.036,-7.935,1526.87,1,4.836,17382.18,0,-10531.02,-0.7966,29.076,-13.544,4.8846,16.578,3.5937,11447.64,-3650.31,1.9617,-5445.42,,True
-28703.189,1.73,-6.228,-6.2829,2213.15,0,4.2432,15800.78,1,-9357.62,-2.504,38.74668,-6.936,4.7114,18.561,3.8271,9777.4,-3526.899,3.834,-4695.62,-10.66,True
-28721.89,0.73,-5.5944,-4.9248,2025.55,1,4.4726,16331.92,0,-9491.02,-0.909,46.011,-34.8,5.1824,13.1409,5.496,9726.1,-6001.95,8.097,-5593.22,,True
-28827.99,0.73,-4.976,-6.3282,878.65,1,4.0576,15792.38,0,-14083.82,-1.6352,57.753,-5.879,4.5764,13.3401,1.27902,9532.1,-2754.15,2.4714,-4885.84,-9.56,False
-28697.201,0.73,-5.0226,-5.0463,1310.45,0,3.6467,16270.94,1,-9786.62,-2.026,52.104,-7.875,4.658,15.0708,3.5451,9548.02,-3529.911,3.252,-5243.98,-9.43,False
-28719.64,1.73,-4.8478,-4.6074,1782.85,0,4.558,15961.18,1,-9180.82,-7.602,34.503,-40.19,5.4398,13.9998,5.547,9602.24,-3524.817,1.464,-3190.62,-9.45,False
-28620.52,1.73,-4.574,-9.981,1792.75,1,3.7374,16866.58,0,-9210.8,-0.6052,30.552,-28.38,6.75,17.043,2.6295,10296.64,-3654.06,1.5723,-5024.3,-11.66,True
-28696.402,1.73,-4.22362,-5.5497,1714.75,1,3.6755,17750.58,1,-10285.42,-2.0918,19.518,-10.164,6.706,14.5023,2.6529,9966.44,-3948.15,1.2723,-5615.62,-12.48,True
-28698.384,0.73,-4.534,-4.5792,1651.63,0,4.3746,15430.58,0,-10061.62,-0.47554,41.556,-8.077,5.1586,22.014,4.518,14260.24,-3539.13,1.851,-6236.82,-9.38,False
-28854.79,1.73,-4.05981,-8.712,1582.839,0,4.361,16867.58,1,-8765.82,-0.5686,36.7695,-19.04,7.406,13.7652,3.3168,8792.84,-3129.15,3.114,-4772.02,,False
-28715.99,0.73,-5.9212,-4.27641,1500.73,0,4.917,15555.58,0,-9873.62,-4.63,39.4764,-10.113,7.46,19.776,3.1983,9577.3,-3480.966,1.9665,-4662.42,-10.27,False
-28587.79,0.73,-6.506,-4.3875,1251.45,0,3.7139,16115.38,1,-17561.82,-6.498,44.457,-16.07,4.5884,14.4726,1.30623,9626.878,-3616.59,4.821,-6800.22,,False
-28629.13,0.73,-4.2027,-4.4757,1655.01,0,3.8224,16903.58,0,-9301.98,-1.0358,24.459,-4.7749,10.568,14.2098,3.5664,10090.04,-3845.85,1.8054,-4312.62,-9.61,True
-28699.386,1.73,-4.3564,-4.6662,1787.55,0,4.131,16872.58,0,-8842.22,-2.0384,64.035,-3.9307,6.446,12.9978,3.84,9397.64,-5439.75,1.6488,-3593.42,-11.66,True
-28701.467,1.73,-4.5064,-5.9118,1687.15,1,6.006,17146.58,1,-9682.22,-0.976,13.557,-15.74,7.296,13.07727,2.4519,9380.64,-6285.15,1.6911,-5331.42,,False
-28496.89,0.73,-4.16256,-6.8268,2712.35,1,6.195,16708.38,1,-9529.72,-1.0908,48.444,-18.5,4.30882,15.918,8.028,9412.84,-3763.65,4.377,-5405.82,-9.79,False
-28607.09,0.73,-4.2926,-4.389,1488.7,0,4.0388,16338.14,1,-9595.16,-3.518,50.547,-18.24,6.774,13.9182,6.258,9949.64,-2938.65,4.968,-2961.22,,True
-28785.52,1.73,-4.2772,-8.28,1147.95,1,4.764,16085.08,0,-11535.82,-2.648,24.63,-11.51,4.7354,14.5329,2.4504,9843.64,-3599.37,5.571,-5318.02,-10.38,True
-28709.503,0.73,-4.41,-4.902,1600.56,0,5.04,16864.78,1,-10528.82,-1.958,40.5243,-9.534,6.35,13.2372,3.0696,10130.04,-4553.25,2.5884,-6268.22,,True
-28678.62,0.73,-4.20086,-9.801,1776.45,1,4.843,16287.16,0,-9840.22,-2.092,63.516,-4.095,6.536,13.4358,2.1033,10134.44,-4024.95,2.5731,-4997.68,-10.48,False
-28795.77,0.73,-4.20044,-4.21545,307.35,1,3.8838,16110,0,-9412.128,-0.9912,29.94,-24.97,4.3316,21.228,3.5313,9869.04,-3424.83,5.577,1892.78,-8.7,False
-29197.59,0.73,-4.040738,-5.6052,1818.25,1,4.0427,15921.38,0,-9167.22,-2.1898,52.956,-7.368,6.596,13.8255,1.6479,9705.72,-4093.05,3.525,-4856.62,-8.97,False
-28722.57,0.73,-8.212,-8.091,1683.75,1,4.2037,15355.58,0,-9478.78,-2.61,33.066,-30.24,8.35,15.3783,5.544,9627.03,-3737.94,1.4529,-5062.67,-9.46,False
-28745.21,0.73,-4.06688,-10.467,2895.35,0,4.1027,16045.96,0,-9293.8,-1.2866,37.8801,-16.07,4.445,14.8242,7.41,9541.12,-3655.68,2.2413,-4948.06,-8.78,False
